,accession,study_accession,pmid/doi,apis_species,apis_subspecies,geographic_location_manually_curated,continent,sex_manually_curated,class_manually_curated,sampling_year_manually_curated,pooled_samples,notes,read_count,base_count,depth,sample_average_depth,library_strategy,coverage,library_source,library_layout,run_accession,xref_articles,SRA accession,experiment_accession,parent_study,experiment_title,study_title,project_name,sample_title,sample_description,tax_id,instrument_platform,instrument_model,nominal_length,nominal_sdev,fastq_aspera,fastq_bytes,fastq_ftp,fastq_galaxy,fastq_md5,sra_aspera,sra_bytes,sra_ftp,sra_galaxy,sra_md5,submitted_aspera,submitted_bytes,submitted_format,submitted_ftp,submitted_galaxy,submitted_host_sex,submitted_md5,first_created,first_public,last_updated
228,SAMN09652648,PRJNA480840,30576015,cerana,unknown,China,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",3239183,816274116,3.57494695482905,3.57494695482905,WGS,,GENOMIC,PAIRED,SRR7525791,,SRS3549573,SRX4394319,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_139,P3961_139,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/001/SRR7525791/SRR7525791_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/001/SRR7525791/SRR7525791_2.fastq.gz,232487013;228068222,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/001/SRR7525791/SRR7525791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/001/SRR7525791/SRR7525791_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/001/SRR7525791/SRR7525791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/001/SRR7525791/SRR7525791_2.fastq.gz,c5d4299ce813824d6e927317a1526dad;b9dfd032e3a9109765f02cbe5c2f52c1,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/001/SRR7525791,344681436.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/001/SRR7525791,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/001/SRR7525791,6aef8bae0b93aa466a3c2d604b50bdc6,,,,,,,,2019-04-29,2019-04-29,2019-04-29
229,SAMN09652649,PRJNA480840,30576015,cerana,unknown,China,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",12363250,3115539000,13.644787262495,13.644787262495,WGS,,GENOMIC,PAIRED,SRR7525790,,SRS3549575,SRX4394320,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_140,P3961_140,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/000/SRR7525790/SRR7525790_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/000/SRR7525790/SRR7525790_2.fastq.gz,874773030;877027454,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/000/SRR7525790/SRR7525790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/000/SRR7525790/SRR7525790_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/000/SRR7525790/SRR7525790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/000/SRR7525790/SRR7525790_2.fastq.gz,a6fecf8c5b79e4b9b3e8012c7f331b4c;fddd391addee1dc3bec5fa071f6d9097,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/000/SRR7525790,1320815896.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/000/SRR7525790,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/000/SRR7525790,618fb84c900d3a8a2c396af83bbe87fc,,,,,,,,2019-04-29,2019-04-29,2019-04-29
230,SAMN09652650,PRJNA480840,30576015,cerana,unknown,China,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",5925031,1493107812,6.53920186995231,6.53920186995231,WGS,,GENOMIC,PAIRED,SRR7525768,,SRS3549597,SRX4394342,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_141,P3961_141,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/008/SRR7525768/SRR7525768_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/008/SRR7525768/SRR7525768_2.fastq.gz,385808013;370597760,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/008/SRR7525768/SRR7525768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/008/SRR7525768/SRR7525768_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/008/SRR7525768/SRR7525768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/008/SRR7525768/SRR7525768_2.fastq.gz,59785e0bdca746d3a55b1745d6d9bb24;8a82c7bb44070d7518dcd67810cb41f6,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/008/SRR7525768,568161623.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/008/SRR7525768,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/008/SRR7525768,ccedc6a2951b453d1d07c5f761267e66,,,,,,,,2019-04-29,2019-04-29,2019-04-29
231,SAMN09652651,PRJNA480840,30576015,cerana,unknown,China,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",6045442,1523451384,6.67209431158896,6.67209431158896,WGS,,GENOMIC,PAIRED,SRR7525769,,SRS3549595,SRX4394341,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_142,P3961_142,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/009/SRR7525769/SRR7525769_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/009/SRR7525769/SRR7525769_2.fastq.gz,408604724;389589748,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/009/SRR7525769/SRR7525769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/009/SRR7525769/SRR7525769_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/009/SRR7525769/SRR7525769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/009/SRR7525769/SRR7525769_2.fastq.gz,df8ef779c556023cb5723dce860961fc;22c5b43b61329eda02a1f7670fb925c2,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/009/SRR7525769,589343875.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/009/SRR7525769,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/009/SRR7525769,ba5aaabea54253f52b659fe8d2d80e22,,,,,,,,2019-04-29,2019-04-29,2019-04-29
232,SAMN09652652,PRJNA480840,30576015,cerana,unknown,China,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",7116468,1793349936,7.85413964130412,7.85413964130412,WGS,,GENOMIC,PAIRED,SRR7525766,,SRS3549598,SRX4394344,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_143,P3961_143,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/006/SRR7525766/SRR7525766_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/006/SRR7525766/SRR7525766_2.fastq.gz,460629479;463409670,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/006/SRR7525766/SRR7525766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/006/SRR7525766/SRR7525766_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/006/SRR7525766/SRR7525766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/006/SRR7525766/SRR7525766_2.fastq.gz,da0309928e96df0d9a489f34f323be0d;f095457c3ff8f5fce0ab56a33be9ffec,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/006/SRR7525766,696720355.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/006/SRR7525766,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/006/SRR7525766,3e5e995adeef043b862c5296117f757e,,,,,,,,2019-04-29,2019-04-29,2019-04-29
233,SAMN09652653,PRJNA480840,30576015,cerana,unknown,China,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",10383310,2616594120,11.4596126447768,11.4596126447768,WGS,,GENOMIC,PAIRED,SRR7525767,,SRS3549596,SRX4394343,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_144,P3961_144,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/007/SRR7525767/SRR7525767_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/007/SRR7525767/SRR7525767_2.fastq.gz,675004872;668481921,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/007/SRR7525767/SRR7525767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/007/SRR7525767/SRR7525767_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/007/SRR7525767/SRR7525767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/007/SRR7525767/SRR7525767_2.fastq.gz,8fc9c27d9537865086eb55b7bb80f656;1ae9402ee0c570a1f4928e03d4f4d2f7,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/007/SRR7525767,1006891784.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/007/SRR7525767,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/007/SRR7525767,2e376b2aba848b3e62af5469b9d48435,,,,,,,,2019-04-29,2019-04-29,2019-04-29
234,SAMN09652654,PRJNA480840,30576015,cerana,unknown,China,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",8914875,2246548500,9.83896409493742,9.83896409493742,WGS,,GENOMIC,PAIRED,SRR7525772,,SRS3549592,SRX4394338,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_145,P3961_145,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/002/SRR7525772/SRR7525772_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/002/SRR7525772/SRR7525772_2.fastq.gz,598411887;569006564,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/002/SRR7525772/SRR7525772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/002/SRR7525772/SRR7525772_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/002/SRR7525772/SRR7525772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/002/SRR7525772/SRR7525772_2.fastq.gz,e5ce7b476c9ae46732cc4301ac86b16b;f5970b8f754bd077141ceb097a629893,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/002/SRR7525772,855014159.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/002/SRR7525772,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/002/SRR7525772,6f2c612997a6ba535a34052ee6cba8f6,,,,,,,,2019-04-29,2019-04-29,2019-04-29
235,SAMN09652655,PRJNA480840,30576015,cerana,unknown,China,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",5555766,1400053032,6.13165997211111,6.13165997211111,WGS,,GENOMIC,PAIRED,SRR7525773,,SRS3549591,SRX4394337,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_146,P3961_146,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/003/SRR7525773/SRR7525773_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/003/SRR7525773/SRR7525773_2.fastq.gz,395939127;388186629,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/003/SRR7525773/SRR7525773_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/003/SRR7525773/SRR7525773_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/003/SRR7525773/SRR7525773_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/003/SRR7525773/SRR7525773_2.fastq.gz,f591eac481ffcd2adb23a6bb24699244;a9197257d89e3363781133c7ed73ec63,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/003/SRR7525773,591568654.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/003/SRR7525773,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/003/SRR7525773,7bacdb2d9325138a0208b7a262d20af5,,,,,,,,2019-04-29,2019-04-29,2019-04-29
236,SAMN09652656,PRJNA480840,30576015,cerana,unknown,China,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",9496266,2393059032,10.4806203351113,10.4806203351113,WGS,,GENOMIC,PAIRED,SRR7525770,,SRS3549594,SRX4394340,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_147,P3961_147,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/000/SRR7525770/SRR7525770_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/000/SRR7525770/SRR7525770_2.fastq.gz,593105339;594676346,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/000/SRR7525770/SRR7525770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/000/SRR7525770/SRR7525770_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/000/SRR7525770/SRR7525770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/000/SRR7525770/SRR7525770_2.fastq.gz,539ead62965243184505b389e95e2039;24a6100445c909a1c54ad3a9cbfcde59,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/000/SRR7525770,916885825.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/000/SRR7525770,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/000/SRR7525770,5b4d16804c0b71e21cdc20f8526ae16f,,,,,,,,2019-04-29,2019-04-29,2019-04-29
237,SAMN09652657,PRJNA480840,30576015,cerana,unknown,China,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",7368836,1856946672,8.1326673481661,8.1326673481661,WGS,,GENOMIC,PAIRED,SRR7525771,,SRS3549593,SRX4394339,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_148,P3961_148,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/001/SRR7525771/SRR7525771_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/001/SRR7525771/SRR7525771_2.fastq.gz,497062073;479171259,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/001/SRR7525771/SRR7525771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/001/SRR7525771/SRR7525771_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/001/SRR7525771/SRR7525771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/001/SRR7525771/SRR7525771_2.fastq.gz,d24b43effb1da362bb59ac2491c2a260;da0f5ac64b6077ced9fc19da23c01427,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/001/SRR7525771,718421326.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/001/SRR7525771,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/001/SRR7525771,4c40b283c83d25b24053cad96d5ab636,,,,,,,,2019-04-29,2019-04-29,2019-04-29
238,SAMN09652658,PRJNA480840,30576015,cerana,unknown,China,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",3002619,756659988,3.31386144301259,3.31386144301259,WGS,,GENOMIC,PAIRED,SRR7525774,,SRS3549590,SRX4394336,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_149,P3961_149,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/004/SRR7525774/SRR7525774_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/004/SRR7525774/SRR7525774_2.fastq.gz,187297521;193197995,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/004/SRR7525774/SRR7525774_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/004/SRR7525774/SRR7525774_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/004/SRR7525774/SRR7525774_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/004/SRR7525774/SRR7525774_2.fastq.gz,0b71287ebaeb23dfda212a40ec340a0e;1d5af3eca65c3899e06b1015c139e705,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/004/SRR7525774,313493395.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/004/SRR7525774,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/004/SRR7525774,fa392f73832a6c2a28b43768e670801d,,,,,,,,2019-04-29,2019-04-29,2019-04-29
239,SAMN09652659,PRJNA480840,30576015,cerana,unknown,China,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",9387038,2365533576,10.3600700895765,10.3600700895765,WGS,,GENOMIC,PAIRED,SRR7525775,,SRS3549589,SRX4394335,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_150,P3961_150,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/005/SRR7525775/SRR7525775_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/005/SRR7525775/SRR7525775_2.fastq.gz,613857126;613740766,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/005/SRR7525775/SRR7525775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/005/SRR7525775/SRR7525775_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/005/SRR7525775/SRR7525775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/005/SRR7525775/SRR7525775_2.fastq.gz,92a9082bfb990fb14d85e772592e6672;3dc7db3e08acc7257cba92ec2b643c8c,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/005/SRR7525775,912063061.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/005/SRR7525775,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/005/SRR7525775,8f6e3108a7af89f4ead3a3ed8fe19667,,,,,,,,2019-04-29,2019-04-29,2019-04-29
240,SAMN09652660,PRJNA480840,30576015,cerana,unknown,China,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",3167096,798108192,3.49538763350242,3.49538763350242,WGS,,GENOMIC,PAIRED,SRR7525756,,SRS3549608,SRX4394354,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_151,P3961_151,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/006/SRR7525756/SRR7525756_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/006/SRR7525756/SRR7525756_2.fastq.gz,190544425;193398233,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/006/SRR7525756/SRR7525756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/006/SRR7525756/SRR7525756_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/006/SRR7525756/SRR7525756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/006/SRR7525756/SRR7525756_2.fastq.gz,09956bd544850b00f76b9e5c75da3a44;feefaff323c6a5168daf6690e7f0cd5d,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/006/SRR7525756,323023793.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/006/SRR7525756,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/006/SRR7525756,a24cffcb511c1f8b4adf68c15f80db79,,,,,,,,2019-04-29,2019-04-29,2019-04-29
241,SAMN09652661,PRJNA480840,30576015,cerana,unknown,China,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",5433784,1369313568,5.99703368534561,5.99703368534561,WGS,,GENOMIC,PAIRED,SRR7525757,,SRS3549607,SRX4394353,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_152,P3961_152,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/007/SRR7525757/SRR7525757_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/007/SRR7525757/SRR7525757_2.fastq.gz,337426441;345695474,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/007/SRR7525757/SRR7525757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/007/SRR7525757/SRR7525757_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/007/SRR7525757/SRR7525757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/007/SRR7525757/SRR7525757_2.fastq.gz,d8e124eb9e4e927ded4096b0dac6b282;c8429440299def7baac7dd78dcd1ee31,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/007/SRR7525757,563323320.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/007/SRR7525757,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/007/SRR7525757,db3255d6ea14840e147b848fc1f89e79,,,,,,,,2019-04-29,2019-04-29,2019-04-29
242,SAMN09652662,PRJNA480840,30576015,cerana,unknown,China,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",9088532,2290310064,10.0306218565812,10.0306218565812,WGS,,GENOMIC,PAIRED,SRR7525759,,SRS3549605,SRX4394351,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_153,P3961_153,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/009/SRR7525759/SRR7525759_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/009/SRR7525759/SRR7525759_2.fastq.gz,644093866;636861457,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/009/SRR7525759/SRR7525759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/009/SRR7525759/SRR7525759_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/009/SRR7525759/SRR7525759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/009/SRR7525759/SRR7525759_2.fastq.gz,c0ce53286f9622fedadefd3e843b8b91;b3609150fc0c72047af4059488694c4d,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/009/SRR7525759,963018075.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/009/SRR7525759,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/009/SRR7525759,e068809f4b6f80804ac876e48363d810,,,,,,,,2019-04-29,2019-04-29,2019-04-29
243,SAMN09652663,PRJNA480840,30576015,cerana,unknown,China,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",5358451,1350329652,5.91389189343446,5.91389189343446,WGS,,GENOMIC,PAIRED,SRR7525758,,SRS3549606,SRX4394352,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_154,P3961_154,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/008/SRR7525758/SRR7525758_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/008/SRR7525758/SRR7525758_2.fastq.gz,348131796;349550123,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/008/SRR7525758/SRR7525758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/008/SRR7525758/SRR7525758_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/008/SRR7525758/SRR7525758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/008/SRR7525758/SRR7525758_2.fastq.gz,547f8235320f4d59daff3170ba09e42f;2fd9166e54d3d1c19c3fdf9fee694c6b,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/008/SRR7525758,559480839.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/008/SRR7525758,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/008/SRR7525758,971a770312b51689960be176eb98e9ab,,,,,,,,2019-04-29,2019-04-29,2019-04-29
244,SAMN09652664,PRJNA480840,30576015,cerana,unknown,China,Asia,female,worker,,unknown,"high/low altitude, study for high altitude adaptation (altitude in metadata)",6999998,1763999496,7.72559671185897,7.72559671185897,WGS,,GENOMIC,PAIRED,SRR7525761,,SRS3549603,SRX4394349,PRJNA78079,Illumina HiSeq 2500 sequencing; WGS of Apis cerana: adult female head,Apis cerana Raw sequence reads,,P3961_155,P3961_155,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/001/SRR7525761/SRR7525761_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR752/001/SRR7525761/SRR7525761_2.fastq.gz,465864115;468717108,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/001/SRR7525761/SRR7525761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/001/SRR7525761/SRR7525761_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/001/SRR7525761/SRR7525761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR752/001/SRR7525761/SRR7525761_2.fastq.gz,75feec863899e2cea923680e1ba142a3;a0d3e20009dbb0850e9911e708b67f30,fasp.sra.ebi.ac.uk:/vol1/srr/SRR752/001/SRR7525761,738262370.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/001/SRR7525761,ftp.sra.ebi.ac.uk/vol1/srr/SRR752/001/SRR7525761,4725a99e7482c7a7b20da36754f11a42,,,,,,,,2019-04-29,2019-04-29,2019-04-29
